probabilidad_predicha,fraccion_real
0.009577667846300191,0.0006320354967114181
0.13811217675390808,0.03972398358821335
0.24344129183703522,0.367487684729064
0.34406324656355325,0.6004029550033579
0.4535735021754907,0.6347537986975894
0.5519170345152922,0.588348958706076
0.663063128846387,0.5764213294577667
0.7516429370634066,0.7846429556106975
0.8114995522071508,0.9817808091189386
